PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate,OBJECTID
0018XX Riverside AV ,3761725,MP 2018 160730,1,2018-05-18T13:49:00.000Z,2018-05-15T22:00:00.000Z,22:00:00,THEFT,Other Theft,7,2018-05-18T13:48:56.000Z,22618,44.96987437,-93.24645242,-10380147.6,5616780.069,CEDAR RIVERSIDE,2018-05-18T21:51:45.000Z,2018-05-19T20:00:34.000Z,7079
0036XX Grand AV S,3761729,MP 2018 160718,5,2018-05-18T13:40:00.000Z,2018-05-17T21:00:00.000Z,21:00:00,BURGD,Burglary Of Dwelling,6,2018-05-18T14:07:55.000Z,10981,44.93680018,-93.28434938,-10384366.27,5611577.449,KING FIELD,2018-05-18T20:54:47.000Z,2018-05-19T20:00:34.000Z,7080
0001XX Washington AV S,3761735,MP 2018 160831,1,2018-05-18T14:33:00.000Z,2018-05-12T19:00:00.000Z,19:00:00,AUTOTH,Motor Vehicle Theft,8,2018-05-18T14:32:59.000Z,20562,44.98093607,-93.26605833,-10382330.12,5618520.76,DOWNTOWN WEST,2018-05-18T22:06:05.000Z,2018-05-19T20:00:34.000Z,7081
0001XX 2 ST NE,3761737,MP 2018 160819,2,2018-05-18T15:00:00.000Z,2018-05-16T21:00:00.000Z,21:00:00,THEFT,Other Theft,7,2018-05-18T15:05:21.000Z,16192,44.98950031,-93.25919616,-10381566.23,5619868.677,NICOLLET ISLAND - EAST BANK,2018-05-18T23:13:13.000Z,2018-05-19T20:00:34.000Z,7082
0037XX Grand AV S,3761739,MP 2018 160803,5,2018-05-18T13:40:00.000Z,2018-05-18T00:30:00.000Z,0:30:00,BURGD,Burglary Of Dwelling,6,2018-05-18T15:10:28.000Z,10977,44.93499279,-93.28436181,-10384367.66,5611293.231,KING FIELD,2018-05-18T23:50:09.000Z,2018-05-19T20:00:34.000Z,7083
00005X Colfax AV N,3761745,MP 2018 160897,4,2018-05-18T16:10:00.000Z,2018-05-18T15:00:00.000Z,15:00:00,AUTOTH,Motor Vehicle Theft,8,2018-05-18T16:09:46.000Z,17018,44.97801709,-93.29162598,-10385176.3,5618061.391,HARRISON,2018-05-19T01:00:50.000Z,2018-05-19T20:00:34.000Z,7084
0003XX Lowry AV N,3761755,MP 2018 160907,4,2018-05-18T15:30:00.000Z,2018-05-18T05:58:00.000Z,5:58:00,AUTOTH,Motor Vehicle Theft,8,2018-05-18T17:32:40.000Z,14883,45.0130942,-93.28413789,-10384342.73,5623583.136,HAWTHORNE,2018-05-18T23:58:09.000Z,2018-05-19T20:00:34.000Z,7085
0030XX Penn AV N,3761756,MP 2018 161003,4,2018-05-18T17:36:00.000Z,2018-05-18T06:00:00.000Z,6:00:00,THEFT,Other Theft,7,2018-05-18T17:35:28.000Z,10716,45.01235203,-93.30823595,-10387025.31,5623466.271,JORDAN,2018-05-19T00:02:52.000Z,2018-05-19T20:00:34.000Z,7086
0041XX Girard AV N,3761761,MP 2018 160894,4,2018-05-18T15:19:00.000Z,2018-05-01T15:19:00.000Z,15:19:00,BURGD,Burglary Of Dwelling,6,2018-05-18T17:58:55.000Z,10602,45.0305573,-93.29704722,-10385779.79,5626333.39,WEBBER - CAMDEN,2018-05-18T23:57:42.000Z,2018-05-19T20:00:34.000Z,7087
0007XX 1 AV N,3761765,MP 2018 161069,1,2018-05-18T19:20:00.000Z,2018-05-17T20:00:00.000Z,20:00:00,ROBPAG,Robbery Per Agg,4,2018-05-18T18:18:35.000Z,17475,44.97838004,-93.27652572,-10383495.35,5618118.507,DOWNTOWN WEST,2018-05-18T21:52:45.000Z,2018-05-19T20:00:34.000Z,7088
0041XX Girard AV N,3761767,MP 2018 161024,4,2018-05-18T16:27:00.000Z,2018-05-12T12:00:00.000Z,12:00:00,BURGD,Burglary Of Dwelling,6,2018-05-18T18:32:16.000Z,10602,45.0305573,-93.29704722,-10385779.79,5626333.39,WEBBER - CAMDEN,2018-05-18T23:58:19.000Z,2018-05-19T20:00:34.000Z,7089
0006XX Nicollet Mall  ,3761768,MP 2018 161027,1,2018-05-18T18:36:00.000Z,2018-05-18T15:34:00.000Z,15:34:00,BURGB,Burglary Of Business,6,2018-05-18T18:34:45.000Z,21933,44.97736687,-93.2717965,-10382968.89,5617959.067,DOWNTOWN WEST,2018-05-18T22:02:49.000Z,2018-05-19T20:00:34.000Z,7090
0014XX Portland AV S,3761777,MP 2018 160946,1,2018-05-18T19:35:00.000Z,2018-05-16T23:30:00.000Z,23:30:00,CSCR,Crim Sex Cond-rape,3,2018-05-18T19:30:52.000Z,18562,44.96848547,-93.26765708,-10382508.09,5616561.532,ELLIOT PARK,2018-05-18T22:03:44.000Z,2018-05-19T20:00:34.000Z,7091
0036XX Grand AV S,3761779,MP 2018 161066,5,2018-05-18T19:37:00.000Z,2018-05-18T00:01:00.000Z,0:01:00,BURGD,Burglary Of Dwelling,6,2018-05-18T19:35:56.000Z,10981,44.93680018,-93.28434938,-10384366.27,5611577.449,KING FIELD,2018-05-18T20:46:20.000Z,2018-05-19T20:00:34.000Z,7092
0031XX Dupont AV S,3761782,MP 2018 161175,5,2018-05-18T19:01:00.000Z,2018-05-18T18:50:00.000Z,18:50:00,ROBPAG,Robbery Per Agg,4,2018-05-18T19:42:31.000Z,10306,44.94566434,-93.29321676,-10385353.38,5612971.5,CARAG,2018-05-18T23:38:29.000Z,2018-05-19T20:00:34.000Z,7093
0055XX 35 AV S,3761783,MP 2018 161100,3,2018-05-18T18:45:00.000Z,2018-05-18T16:00:00.000Z,16:00:00,BURGD,Burglary Of Dwelling,6,2018-05-18T19:45:45.000Z,12994,44.902656,-93.22164204,-10377385.72,5606209.662,MORRIS PARK,2018-05-19T00:47:29.000Z,2018-05-19T20:00:34.000Z,7094
0031XX Lyndale AV S,3761789,MP 2018 161128,5,2018-05-18T20:04:00.000Z,2018-05-17T22:30:00.000Z,22:30:00,BURGD,Burglary Of Dwelling,6,2018-05-18T20:02:28.000Z,22067,44.94566801,-93.28812843,-10384786.95,5612972.078,CARAG,2018-05-18T20:47:32.000Z,2018-05-19T20:00:34.000Z,7095
10 ST N / Hawthorne AV ,3761795,MP 2018 161307,1,2018-05-18T20:38:00.000Z,2018-05-18T20:14:00.000Z,20:14:00,BURGB,Burglary Of Business,6,2018-05-18T20:37:19.000Z,,44.97675,-93.27868,-10383735.06,5617861.912,DOWNTOWN WEST,2018-05-19T06:19:23.000Z,2018-05-19T20:00:34.000Z,7096
0006XX Cedar AV S,3761809,MP 2018 161228,1,2018-05-18T21:45:00.000Z,2018-05-15T16:00:00.000Z,16:00:00,THEFT,Other Theft,7,2018-05-18T21:44:41.000Z,19222,44.96717526,-93.24725864,-10380237.35,5616355.383,CEDAR RIVERSIDE,2018-05-19T03:00:26.000Z,2018-05-19T20:00:34.000Z,7097
0030XX Hennepin AV S,3761820,MP 2018 161171,5,2018-05-18T22:35:00.000Z,2018-05-18T14:00:00.000Z,14:00:00,SHOPLF,Shoplifting,7,2018-05-18T22:31:34.000Z,11281,44.9474742,-93.29829195,-10385918.35,5613256.162,ECCO,2018-05-18T23:41:41.000Z,2018-05-19T20:00:34.000Z,7098
0006XX Cedar AV S,3761823,MP 2018 161497,1,2018-05-18T22:40:00.000Z,2018-03-01T00:00:00.000Z,0:00:00,THEFT,Other Theft,7,2018-05-18T22:39:28.000Z,19222,44.96717526,-93.24725864,-10380237.35,5616355.383,CEDAR RIVERSIDE,2018-05-19T03:01:16.000Z,2018-05-19T20:00:34.000Z,7099
0057XX Bossen TE ,3761835,MP 2018 161133,3,2018-05-18T23:30:00.000Z,2018-05-17T21:30:00.000Z,21:30:00,AUTOTH,Motor Vehicle Theft,8,2018-05-18T23:23:37.000Z,12793,44.89981794,-93.22589758,-10377859.45,5605763.636,WENONAH,2018-05-19T01:21:42.000Z,2018-05-19T20:00:34.000Z,7100
0040XX Lyndale AV S,3761837,MP 2018 161523,5,2018-05-18T23:27:00.000Z,2018-05-18T22:00:00.000Z,22:00:00,TFMV,Theft From Motr Vehc,7,2018-05-18T23:25:23.000Z,19257,44.92952741,-93.28827012,-10384802.73,5610433.833,EAST HARRIET,2018-05-19T02:48:04.000Z,2018-05-19T20:00:34.000Z,7101
0037XX Grand AV S,3761840,MP 2018 161486,5,2018-05-18T23:39:00.000Z,2018-05-18T20:30:00.000Z,20:30:00,BURGD,Burglary Of Dwelling,6,2018-05-18T23:38:49.000Z,10977,44.93499279,-93.28436181,-10384367.66,5611293.231,KING FIELD,2018-05-19T04:24:55.000Z,2018-05-19T20:00:34.000Z,7102
0027XX Nicollet AV S,3761846,MP 2018 161585,5,2018-05-19T00:22:00.000Z,2018-05-18T23:26:00.000Z,23:26:00,ROBPER,Robbery Of Person,4,2018-05-19T00:22:21.000Z,16211,44.95283963,-93.27789224,-10383647.47,5614100.104,WHITTIER,2018-05-19T04:28:36.000Z,2018-05-19T20:00:34.000Z,7103
0023XX 23 AV S,3761847,MP 2018 161533,3,2018-05-19T00:30:00.000Z,2018-05-18T10:00:00.000Z,10:00:00,BURGD,Burglary Of Dwelling,6,2018-05-19T00:24:05.000Z,22505,44.96005771,-93.23932768,-10379354.48,5615235.58,SEWARD,2018-05-19T01:05:37.000Z,2018-05-19T20:00:34.000Z,7104
0013XX Willow ST ,3761857,MP 2018 161696,1,2018-05-19T01:18:00.000Z,2018-05-18T20:00:00.000Z,20:00:00,ASLT3,Aslt-sgnfcnt Bdly Hm,5,2018-05-19T01:16:51.000Z,17268,44.96932975,-93.28185409,-10384088.5,5616694.375,LORING PARK,2018-05-19T11:47:33.000Z,2018-05-19T20:00:34.000Z,7105
0001XX Franklin AV W,3761861,MP 2018 997535,5,2018-05-19T01:27:43.000Z,2018-05-18T22:00:00.000Z,22:00:00,THEFT,Other Theft,7,2018-05-19T01:27:43.000Z,16981,44.96269483,-93.28011993,-10383895.45,5615650.462,STEVENS SQUARE - LORING HEIGHTS,2018-05-19T01:27:50.000Z,2018-05-19T20:00:34.000Z,7106
0014XX Lagoon AV ,3761877,MP 2018 161847,5,2018-05-19T04:04:00.000Z,2018-05-19T02:00:00.000Z,2:00:00,THEFT,Other Theft,7,2018-05-19T04:03:31.000Z,19774,44.9492583,-93.29763862,-10385845.62,5613536.778,LOWRY HILL EAST,2018-05-19T04:51:26.000Z,2018-05-19T20:00:34.000Z,7107
0035XX Cedar AV S,3761888,MP 2018 161887,3,2018-05-19T05:31:00.000Z,2018-05-19T05:09:00.000Z,5:09:00,BURGB,Burglary Of Business,6,2018-05-19T05:31:58.000Z,20991,44.9386332,-93.247363,-10380248.97,5611865.707,CORCORAN,2018-05-19T13:38:06.000Z,2018-05-19T20:00:34.000Z,7108
00001X 5 ST N,3761926,MP 2018 997534,1,2018-05-19T07:46:46.000Z,2018-05-19T04:30:00.000Z,4:30:00,THEFT,Other Theft,7,2018-05-19T07:46:46.000Z,16701,44.97996756,-93.27316614,-10383121.36,5618368.34,DOWNTOWN WEST,2018-05-19T07:46:50.000Z,2018-05-19T20:00:34.000Z,7109
Grant ST E / Nicollet AV S,3762021,MP 2018 161945,1,2018-05-19T09:10:00.000Z,2018-05-19T03:04:00.000Z,3:04:00,AUTOTH,Motor Vehicle Theft,8,2018-05-19T09:13:21.000Z,,44.96984,-93.27782,-10383639.28,5616774.529,LORING PARK,2018-05-19T13:52:04.000Z,2018-05-19T20:00:34.000Z,7110
Lowry AV NE / Washington ST NE,3762022,MP 2018 161928,2,2018-05-19T09:15:00.000Z,2018-05-19T07:00:00.000Z,7:00:00,ROBPAG,Robbery Per Agg,4,2018-05-19T09:14:21.000Z,,45.01316,-93.25672,-10381290.64,5623593.69,HOLLAND,2018-05-19T11:01:08.000Z,2018-05-19T20:00:34.000Z,7111
0008XX Lake ST W,3762023,MP 2018 161912,5,2018-05-19T09:20:00.000Z,2018-05-19T07:10:00.000Z,7:10:00,SHOPLF,Shoplifting,7,2018-05-19T09:17:55.000Z,16079,44.9483642,-93.29001302,-10384996.75,5613396.146,CARAG,2018-05-19T13:33:41.000Z,2018-05-19T20:00:34.000Z,7112
0031XX Grand AV S,3762024,MP 2018 161942,5,2018-05-19T09:30:00.000Z,2018-05-19T00:01:00.000Z,0:01:00,BURGD,Burglary Of Dwelling,6,2018-05-19T09:22:24.000Z,14076,44.94566918,-93.28430243,-10384361.05,5612972.263,LYNDALE,2018-05-19T13:05:42.000Z,2018-05-19T20:00:34.000Z,7113
0040XX LONGFELLOW AV ,3762026,MP 2018 997532,3,2018-05-19T09:39:27.000Z,2018-05-18T22:00:00.000Z,22:00:00,TFMV,Theft From Motr Vehc,7,2018-05-19T09:39:27.000Z,13135,44.92872971,-93.24669513,-10380174.62,5610308.407,STANDISH,2018-05-19T09:39:31.000Z,2018-05-19T20:00:34.000Z,7114
0008XX Lake ST E,3762028,MP 2018 161978,3,2018-05-19T09:58:00.000Z,2018-05-19T09:00:00.000Z,9:00:00,THEFT,Other Theft,7,2018-05-19T09:57:38.000Z,19111,44.94835805,-93.26204108,-10381882.92,5613395.179,POWDERHORN PARK,2018-05-19T12:46:55.000Z,2018-05-19T20:00:34.000Z,7115
3 AV N / 5 ST N,3762029,MP 2018 161960,1,2018-05-19T10:06:00.000Z,2018-05-17T04:00:00.000Z,4:00:00,ROBPAG,Robbery Per Agg,4,2018-05-19T10:04:57.000Z,,44.98203,-93.27589,-10383424.79,5618693.459,DOWNTOWN WEST,2018-05-19T13:52:43.000Z,2018-05-19T20:00:34.000Z,7116
0029XX Washington AV N,3762036,MP 2018 161958,4,2018-05-19T10:50:00.000Z,2018-05-18T17:00:00.000Z,17:00:00,BURGB,Burglary Of Business,6,2018-05-19T10:50:50.000Z,15271,45.01010491,-93.28184087,-10384087.03,5623112.438,HAWTHORNE,2018-05-19T11:42:26.000Z,2018-05-19T20:00:34.000Z,7117
0034XX Nicollet AV S,3762037,MP 2018 162040,5,2018-05-19T10:32:00.000Z,2018-05-19T10:31:00.000Z,10:31:00,SHOPLF,Shoplifting,7,2018-05-19T10:52:54.000Z,17753,44.94044075,-93.27791575,-10383650.08,5612149.969,LYNDALE,2018-05-19T13:36:34.000Z,2018-05-19T20:00:34.000Z,7118
0022XX Lyndale AV N,3762038,MP 2018 162037,4,2018-05-19T11:06:00.000Z,2018-05-19T02:00:00.000Z,2:00:00,AUTOTH,Motor Vehicle Theft,8,2018-05-19T11:06:09.000Z,15065,45.00203322,-93.28798976,-10384771.52,5621841.581,HAWTHORNE,2018-05-19T11:34:57.000Z,2018-05-19T20:00:34.000Z,7119
0036XX 10 AV S,3762040,MP 2018 162002,3,2018-05-19T11:16:00.000Z,2018-05-19T06:18:00.000Z,6:18:00,BURGD,Burglary Of Dwelling,6,2018-05-19T11:14:47.000Z,20374,44.9368509,-93.25999955,-10381655.66,5611585.425,POWDERHORN PARK,2018-05-19T16:48:21.000Z,2018-05-19T20:00:34.000Z,7120
0020XX Sheridan AV S,3762043,MP 2018 161967,5,2018-05-19T11:15:00.000Z,2018-05-19T04:30:00.000Z,4:30:00,TFMV,Theft From Motr Vehc,7,2018-05-19T11:19:05.000Z,17480,44.96200674,-93.31279382,-10387532.69,5615542.207,KENWOOD,2018-05-19T13:33:17.000Z,2018-05-19T20:00:34.000Z,7121
0004XX CHICAGO AV ,3762046,MP 2018 997530,1,2018-05-19T12:14:48.000Z,2018-05-18T12:00:00.000Z,12:00:00,THEFT,Other Theft,7,2018-05-19T12:14:48.000Z,18604,44.97466322,-93.25938727,-10381587.5,5617533.61,DOWNTOWN EAST,2018-05-19T12:14:55.000Z,2018-05-19T20:00:34.000Z,7122
0034XX 17 AV S,3762049,MP 2018 162045,3,2018-05-19T12:50:00.000Z,2018-05-18T18:00:00.000Z,18:00:00,TFMV,Theft From Motr Vehc,7,2018-05-19T12:49:48.000Z,11635,44.94044367,-93.24990515,-10380531.96,5612150.429,POWDERHORN PARK,2018-05-19T13:41:08.000Z,2018-05-19T20:00:34.000Z,7123
0035XX Russell AV N,3762050,MP 2018 162107,4,2018-05-19T12:52:00.000Z,2018-05-18T16:00:00.000Z,16:00:00,TFMV,Theft From Motr Vehc,7,2018-05-19T12:51:18.000Z,20772,45.01956389,-93.31080958,-10387311.81,5624601.946,CLEVELAND,2018-05-19T13:58:30.000Z,2018-05-19T20:00:34.000Z,7124
0055XX Knox AV S,3762051,MP 2018 162125,5,2018-05-19T13:06:00.000Z,2018-05-18T23:30:00.000Z,23:30:00,AUTOTH,Motor Vehicle Theft,8,2018-05-19T13:06:04.000Z,18352,44.90240902,-93.30229456,-10386363.92,5606170.847,KENNY,2018-05-19T13:37:02.000Z,2018-05-19T20:00:34.000Z,7125
NICOLLET MALL   / 12 ST S,3762055,MP 2018 997529,99,2018-05-19T13:22:06.000Z,2018-05-19T04:30:00.000Z,4:30:00,TFMV,Theft From Motr Vehc,7,2018-05-19T13:22:06.000Z,,44.97205,-93.27639,-10383480.51,5617122.834,DOWNTOWN WEST,2018-05-19T13:22:11.000Z,2018-05-19T20:00:34.000Z,7126
0010XX OLSON MEMORIAL HW ,3762056,MP 2018 997528,4,2018-05-19T13:29:19.000Z,2018-05-18T00:00:00.000Z,0:00:00,TBLDG,Theft From Building,7,2018-05-19T13:29:19.000Z,0,0,0,0,0,,2018-05-19T13:29:21.000Z,2018-05-19T20:00:34.000Z,7127
0004XX Harding ST NE,3762057,MP 2018 162189,2,2018-05-19T13:39:00.000Z,2018-04-04T12:00:00.000Z,12:00:00,AUTOTH,Motor Vehicle Theft,8,2018-05-19T13:39:12.000Z,21716,44.99375693,-93.22152544,-10377372.74,5620538.697,MID - CITY INDUSTRIAL,2018-05-19T13:52:07.000Z,2018-05-19T20:00:34.000Z,7128
0001XX Franklin AV W,3762060,MP 2018 997527,5,2018-05-19T13:50:02.000Z,2018-05-18T22:00:00.000Z,22:00:00,THEFT,Other Theft,7,2018-05-19T13:50:02.000Z,16981,44.96269483,-93.28011993,-10383895.45,5615650.462,STEVENS SQUARE - LORING HEIGHTS,2018-05-19T13:50:03.000Z,2018-05-19T20:00:34.000Z,7129
0012XX HARMON PL ,3762064,MP 2018 997526,1,2018-05-19T14:02:37.000Z,2018-05-18T19:39:00.000Z,19:39:00,THEFT,Other Theft,7,2018-05-19T14:02:37.000Z,16657,44.97354094,-93.28023231,-10383907.96,5617357.01,LORING PARK,2018-05-19T14:02:40.000Z,2018-05-19T20:00:34.000Z,7130
0026XX Essex ST SE,3762081,MP 2018 997525,2,2018-05-19T16:13:46.000Z,2018-05-18T22:00:00.000Z,22:00:00,TFMV,Theft From Motr Vehc,7,2018-05-19T16:13:46.000Z,13625,44.97064718,-93.22085747,-10377298.38,5616901.668,PROSPECT PARK - EAST RIVER ROAD,2018-05-19T16:13:52.000Z,2018-05-19T20:00:34.000Z,7131
0032XX Fremont AV S,3762083,MP 2018 997524,99,2018-05-19T16:38:11.000Z,2018-05-16T18:30:00.000Z,18:30:00,BIKETF,Bike Theft,7,2018-05-19T16:38:11.000Z,20419,44.94382649,-93.29578019,-10385638.74,5612682.447,CARAG,2018-05-19T16:38:15.000Z,2018-05-19T20:00:34.000Z,7132
0008XX Essex ST SE,3762084,MP 2018 997523,2,2018-05-19T16:43:17.000Z,2018-05-17T20:00:00.000Z,20:00:00,TFMV,Theft From Motr Vehc,7,2018-05-19T16:43:17.000Z,13188,44.97135961,-93.22639239,-10377914.53,5617013.769,PROSPECT PARK - EAST RIVER ROAD,2018-05-19T16:43:19.000Z,2018-05-19T20:00:34.000Z,7133
0020XX GARFIELD AV ,3762088,MP 2018 997522,5,2018-05-19T17:10:48.000Z,2018-05-19T13:00:00.000Z,13:00:00,BIKETF,Bike Theft,7,2018-05-19T17:10:48.000Z,16110,44.9618048,-93.28673916,-10384632.3,5615510.437,WHITTIER,2018-05-19T17:10:53.000Z,2018-05-19T20:00:34.000Z,7134
0028XX BLOOMINGTON AV ,3762097,MP 2018 997521,3,2018-05-19T18:58:29.000Z,2018-04-19T10:46:00.000Z,10:46:00,THEFT,Other Theft,7,2018-05-19T18:58:29.000Z,16442,44.9510062,-93.25248237,-10380818.85,5613811.71,EAST PHILLIPS,2018-05-19T18:58:33.000Z,2018-05-19T20:00:34.000Z,7135
48 ST W / Beard AV S,3761189,MP 2018 157828,5,2018-05-16T14:41:00.000Z,2018-05-16T12:00:00.000Z,12:00:00,TFMV,Theft From Motr Vehc,7,2018-05-16T13:39:38.000Z,,44.9161,-93.32397,-10388776.75,5608322.885,FULTON,2018-05-21T15:12:09.000Z,2018-05-21T20:00:35.000Z,7136
0013XX Lowry AV N,3761537,MP 2018 159616,4,2018-05-17T18:15:00.000Z,2018-05-17T17:00:00.000Z,17:00:00,TFPER,Theft From Person,7,2018-05-17T17:59:49.000Z,10383,45.01314688,-93.29621705,-10385687.38,5623591.431,JORDAN,2018-05-21T11:14:02.000Z,2018-05-21T20:00:35.000Z,7137
0008XX 27 AV N,3761704,MP 2018 997547,4,2018-05-18T11:30:48.000Z,2018-05-14T17:00:00.000Z,17:00:00,TBLDG,Theft From Building,7,2018-05-18T11:30:48.000Z,21163,45.00772642,-93.28989041,-10384983.1,5622737.935,HAWTHORNE,2018-05-21T06:55:50.000Z,2018-05-21T20:00:35.000Z,7138
00001X 1 ST S,3761851,MP 2018 161480,1,2018-05-19T00:42:00.000Z,2018-05-18T22:12:00.000Z,22:12:00,THEFT,Other Theft,7,2018-05-19T00:40:58.000Z,21309,44.98346009,-93.26591466,-10382314.13,5618917.992,DOWNTOWN WEST,2018-05-19T21:36:13.000Z,2018-05-20T20:00:35.000Z,7139
Dunwoody BL  / Lyndale AV N,3761893,MP 2018 161897,1,2018-05-19T06:00:00.000Z,2018-05-19T04:00:00.000Z,4:00:00,THEFT,Other Theft,7,2018-05-19T06:23:57.000Z,,44.97184,-93.28802,-10384774.92,5617090.118,LOWRY HILL,2018-05-21T07:18:10.000Z,2018-05-21T20:00:35.000Z,7140
0039XX Nokomis AV S,3762025,MP 2018 161940,3,2018-05-19T09:25:00.000Z,2018-05-18T22:30:00.000Z,22:30:00,BURGD,Burglary Of Dwelling,6,2018-05-19T09:25:10.000Z,19760,44.93139814,-93.22831282,-10378128.31,5610727.985,STANDISH,2018-05-20T10:51:43.000Z,2018-05-20T20:00:35.000Z,7141
0037XX 26 AV S,3762033,MP 2018 162014,3,2018-05-19T10:45:00.000Z,2018-05-18T23:00:00.000Z,23:00:00,BURGD,Burglary Of Dwelling,6,2018-05-19T10:45:10.000Z,11459,44.93501881,-93.23465246,-10378834.04,5611297.322,STANDISH,2018-05-20T10:52:11.000Z,2018-05-20T20:00:35.000Z,7142
0039XX Lyndale AV N,3762058,MP 2018 162035,4,2018-05-19T13:46:00.000Z,2018-05-19T10:23:00.000Z,10:23:00,ASLT2,Asslt W/dngrs Weapon,5,2018-05-19T13:46:38.000Z,22760,45.02664866,-93.28807926,-10384781.48,5625717.748,WEBBER - CAMDEN,2018-05-20T09:04:11.000Z,2018-05-20T20:00:35.000Z,7143
0041XX 32 AV S,3762063,MP 2018 162123,3,2018-05-19T14:02:00.000Z,2018-05-18T22:00:00.000Z,22:00:00,BURGD,Burglary Of Dwelling,6,2018-05-19T14:01:10.000Z,20888,44.92778644,-93.22565581,-10377832.53,5610160.094,STANDISH,2018-05-20T10:54:00.000Z,2018-05-20T20:00:35.000Z,7144
0007XX 1 AV N,3762068,MP 2018 162175,1,2018-05-19T14:15:00.000Z,2018-05-19T13:12:00.000Z,13:12:00,ASLT2,Asslt W/dngrs Weapon,5,2018-05-19T14:14:53.000Z,17475,44.97838004,-93.27652572,-10383495.35,5618118.507,DOWNTOWN WEST,2018-05-20T10:20:34.000Z,2018-05-20T20:00:35.000Z,7145
0031XX Grand AV S,3762069,MP 2018 162201,5,2018-05-19T14:00:00.000Z,2018-05-18T17:30:00.000Z,17:30:00,BURGD,Burglary Of Dwelling,6,2018-05-19T14:32:46.000Z,14076,44.94566918,-93.28430243,-10384361.05,5612972.263,LYNDALE,2018-05-20T08:36:40.000Z,2018-05-20T20:00:35.000Z,7146
0032XX Hennepin AV S,3762074,MP 2018 162272,5,2018-05-19T15:23:00.000Z,2018-05-19T01:30:00.000Z,1:30:00,THEFT,Other Theft,7,2018-05-19T15:19:28.000Z,11734,44.94381702,-93.29833933,-10385923.63,5612680.958,ECCO,2018-05-20T08:49:18.000Z,2018-05-20T20:00:35.000Z,7147
00008X 6 ST N,3762075,MP 2018 162191,1,2018-05-19T14:25:00.000Z,2018-05-19T01:00:00.000Z,1:00:00,THEFT,Other Theft,7,2018-05-19T15:21:12.000Z,17105,44.97918257,-93.27425862,-10383242.97,5618244.803,DOWNTOWN WEST,2018-05-21T07:18:50.000Z,2018-05-21T20:00:35.000Z,7148
0059XX Nicollet AV S,3762082,MP 2018 162242,5,2018-05-19T16:30:00.000Z,2018-05-19T14:30:00.000Z,14:30:00,THEFT,Other Theft,7,2018-05-19T16:26:44.000Z,13304,44.8949328,-93.2781055,-10383671.21,5604995.944,WINDOM,2018-05-20T08:50:17.000Z,2018-05-20T20:00:35.000Z,7149
0025XX Delaware ST SE,3762086,MP 2018 162312,2,2018-05-19T16:50:00.000Z,2018-05-18T20:00:00.000Z,20:00:00,TFMV,Theft From Motr Vehc,7,2018-05-19T16:49:36.000Z,22798,44.97217803,-93.22146297,-10377365.79,5617142.549,PROSPECT PARK - EAST RIVER ROAD,2018-05-19T22:51:05.000Z,2018-05-20T20:00:35.000Z,7150
0038XX Grand AV S,3762089,MP 2018 162247,5,2018-05-19T17:12:00.000Z,2018-05-18T18:00:00.000Z,18:00:00,BURGD,Burglary Of Dwelling,6,2018-05-19T17:11:19.000Z,11537,44.93318123,-93.28437279,-10384368.88,5611008.365,KING FIELD,2018-05-21T01:14:11.000Z,2018-05-21T20:00:35.000Z,7151
0007XX Penn AV N,3762095,MP 2018 162485,4,2018-05-19T18:55:00.000Z,2018-05-19T18:31:00.000Z,18:31:00,ASLT2,Asslt W/dngrs Weapon,5,2018-05-19T18:54:43.000Z,16338,44.98530999,-93.30829176,-10387031.53,5619209.141,WILLARD - HAY,2018-05-19T21:45:30.000Z,2018-05-20T20:00:35.000Z,7152
0001XX 15 ST W,3762099,MP 2018 997520,1,2018-05-19T19:33:33.000Z,2018-05-17T23:45:00.000Z,23:45:00,BIKETF,Bike Theft,7,2018-05-19T19:33:33.000Z,15053,44.96771922,-93.28008384,-10383891.43,5616440.968,LORING PARK,2018-05-19T19:33:36.000Z,2018-05-20T20:00:35.000Z,7153
0036XX Penn AV N,3762111,MP 2018 162408,4,2018-05-19T20:36:00.000Z,2018-05-19T17:20:00.000Z,17:20:00,DASLT2,2nd Deg Domes Aslt,5,2018-05-19T20:36:06.000Z,10352,45.02136805,-93.30828599,-10387030.88,5624886.075,FOLWELL,2018-05-19T23:27:23.000Z,2018-05-20T20:00:35.000Z,7154
0015XX Central AV NE,3762116,MP 2018 162498,2,2018-05-19T21:03:00.000Z,2018-05-19T18:21:00.000Z,18:21:00,THEFT,Other Theft,7,2018-05-19T21:01:35.000Z,15312,45.00411164,-93.24735181,-10380247.72,5622168.802,LOGAN PARK,2018-05-19T22:52:35.000Z,2018-05-20T20:00:35.000Z,7155
0026XX Fremont AV S,3762119,MP 2018 997518,5,2018-05-19T21:11:23.000Z,2018-05-18T17:00:00.000Z,17:00:00,THEFT,Other Theft,7,2018-05-19T21:11:23.000Z,17598,44.95464369,-93.29568935,-10385628.63,5614383.887,LOWRY HILL EAST,2018-05-19T21:11:26.000Z,2018-05-20T20:00:35.000Z,7156
